TIPPESSOA;NOMEPARC;CODCID;ATIVO;CLIENTE;CLASSIFICMS
F;Glenna Sanders;10;S;S;C
F;Beverly Erickson;10;S;S;C
F;Porter Wong;10;S;S;C
F;Quamar Jacobson;10;S;S;C
F;Lucius Barrett;10;S;S;C
F;Heidi Jefferson;10;S;S;C
F;Blossom Clayton;10;S;S;C
F;Pascale Turner;10;S;S;C
F;Kimberley Chan;10;S;S;C
F;Ulla Peters;10;S;S;C
F;Alice Bowen;10;S;S;C
F;Dalton Mccall;10;S;S;C
F;Suki Dean;10;S;S;C
F;Wade Mcdonald;10;S;S;C
F;Caesar Johnston;10;S;S;C
F;Geoffrey Holden;10;S;S;C
F;Garrison Dotson;10;S;S;C
F;Gretchen Parks;10;S;S;C
F;Whoopi Harmon;10;S;S;C
F;Kaye Larsen;10;S;S;C
F;Hilel Nash;10;S;S;C
F;Moana Combs;10;S;S;C
F;Shaine Potter;10;S;S;C
F;Victoria Klein;10;S;S;C
F;Kieran Young;10;S;S;C
F;Colorado Hewitt;10;S;S;C
F;Tucker Russell;10;S;S;C
F;Boris Hale;10;S;S;C
F;Garrett Tyler;10;S;S;C
F;Hoyt Terrell;10;S;S;C
F;Ryder Patterson;10;S;S;C
F;Daphne Harding;10;S;S;C
F;Brandon Frank;10;S;S;C
F;Lewis Hudson;10;S;S;C
F;Fitzgerald Hyde;10;S;S;C
F;Ethan Baker;10;S;S;C
F;Ali Bond;10;S;S;C
F;Alden Nielsen;10;S;S;C
F;Ramona Bullock;10;S;S;C
F;Miranda Adams;10;S;S;C
F;Orli Salas;10;S;S;C
F;Yardley Beard;10;S;S;C
F;Nelle Marquez;10;S;S;C
F;Shana Freeman;10;S;S;C
F;Ethan Odom;10;S;S;C
F;Isadora Valenzuela;10;S;S;C
F;Vera Atkins;10;S;S;C
F;Yasir Burris;10;S;S;C
F;Vance Heath;10;S;S;C
F;Iona Ortiz;10;S;S;C
F;Alexis Patton;10;S;S;C
F;Stuart Sparks;10;S;S;C
F;Ina Riddle;10;S;S;C
F;Ava Abbott;10;S;S;C
F;Joy Brewer;10;S;S;C
F;Darius Boyle;10;S;S;C
F;Dolan Peck;10;S;S;C
F;Destiny Coleman;10;S;S;C
F;Keith Branch;10;S;S;C
F;Peter Velez;10;S;S;C
F;Illiana Jackson;10;S;S;C
F;Conan Grimes;10;S;S;C
F;Alan Gomez;10;S;S;C
F;Aiko Landry;10;S;S;C
F;Akeem Potter;10;S;S;C
F;Lois Frazier;10;S;S;C
F;Willow Pittman;10;S;S;C
F;Hanae Carver;10;S;S;C
F;Brendan Cunningham;10;S;S;C
F;Adara Castro;10;S;S;C
F;Jamal Davidson;10;S;S;C
F;Hamilton Johns;10;S;S;C
F;Chadwick White;10;S;S;C
F;Isadora Downs;10;S;S;C
F;Jameson Carroll;10;S;S;C
F;Tiger Gonzalez;10;S;S;C
F;Yvonne Hayden;10;S;S;C
F;Garth Mathews;10;S;S;C
F;Leroy Bradford;10;S;S;C
F;Brenden Chen;10;S;S;C
F;Tarik Pugh;10;S;S;C
F;Chaney Barker;10;S;S;C
F;Ulla Henderson;10;S;S;C
F;Basia Nguyen;10;S;S;C
F;Rajah Blackburn;10;S;S;C
F;Russell Townsend;10;S;S;C
F;Emma Bryant;10;S;S;C
F;Yael Whitehead;10;S;S;C
F;Lynn Massey;10;S;S;C
F;Callie Black;10;S;S;C
F;Alana Benson;10;S;S;C
F;Zoe Beard;10;S;S;C
F;Carla Buchanan;10;S;S;C
F;Allistair Maldonado;10;S;S;C
F;Dominic Russo;10;S;S;C
F;Matthew Brennan;10;S;S;C
F;Gregory Wilkerson;10;S;S;C
F;May Hester;10;S;S;C
F;Alisa Watson;10;S;S;C
F;Gillian Mcgee;10;S;S;C
F;Lysandra Bowen;10;S;S;C
F;Tasha Cardenas;10;S;S;C
F;Pamela Lindsey;10;S;S;C
F;Lewis Rogers;10;S;S;C
F;Sasha Pruitt;10;S;S;C
F;Ashton Bender;10;S;S;C
F;Wang Gomez;10;S;S;C
F;Cameron Roman;10;S;S;C
F;Maia Sutton;10;S;S;C
F;Maia Frazier;10;S;S;C
F;Clark Lyons;10;S;S;C
F;Germane Maddox;10;S;S;C
F;Jermaine Carter;10;S;S;C
F;Isadora Hansen;10;S;S;C
F;Inez Kinney;10;S;S;C
F;Judith Baldwin;10;S;S;C
F;Brielle Hoover;10;S;S;C
F;Steven Avery;10;S;S;C
F;Roth Frazier;10;S;S;C
F;Ursula Allison;10;S;S;C
F;Isadora Robinson;10;S;S;C
F;Astra Conner;10;S;S;C
F;Mollie Klein;10;S;S;C
F;Kellie Simon;10;S;S;C
F;Ruth Morin;10;S;S;C
F;Hedwig Ochoa;10;S;S;C
F;Reuben Waller;10;S;S;C
F;Meredith Howell;10;S;S;C
F;Alec Bray;10;S;S;C
F;Jamal Salinas;10;S;S;C
F;Lane Glass;10;S;S;C
F;Jenna Mccoy;10;S;S;C
F;Russell York;10;S;S;C
F;Gisela Morris;10;S;S;C
F;Ignatius Briggs;10;S;S;C
F;Wallace Boyer;10;S;S;C
F;Melanie Bray;10;S;S;C
F;Donovan Ramsey;10;S;S;C
F;Leah Clay;10;S;S;C
F;Martina Cleveland;10;S;S;C
F;Amity Cannon;10;S;S;C
F;Lynn Velasquez;10;S;S;C
F;Uriah Chang;10;S;S;C
F;Anne Wolf;10;S;S;C
F;Bell Zamora;10;S;S;C
F;Astra Hardin;10;S;S;C
F;Leslie Jimenez;10;S;S;C
F;Emma Bowers;10;S;S;C
F;Madeline Stevenson;10;S;S;C
F;Hayes Mccall;10;S;S;C
F;Rhona Norris;10;S;S;C
F;Tyler Fisher;10;S;S;C
F;Alexis Ramirez;10;S;S;C
F;Aspen Knowles;10;S;S;C
F;Ulysses Glass;10;S;S;C
F;Janna Frank;10;S;S;C
F;Neil Fernandez;10;S;S;C
F;Asher Fox;10;S;S;C
F;Avye Newman;10;S;S;C
F;Lani Randall;10;S;S;C
F;Sybil Clay;10;S;S;C
F;Alika Wiggins;10;S;S;C
F;Emmanuel Le;10;S;S;C
F;Gail Mccarthy;10;S;S;C
F;Raya Lucas;10;S;S;C
F;Kim Miles;10;S;S;C
F;Asher Wolf;10;S;S;C
F;Daniel Woods;10;S;S;C
F;John Andrews;10;S;S;C
F;Molly Mendoza;10;S;S;C
F;Christen Wallace;10;S;S;C
F;Karleigh Garner;10;S;S;C
F;Oleg Rowe;10;S;S;C
F;Emery Hardy;10;S;S;C
F;Guy Rowe;10;S;S;C
F;Kadeem Pitts;10;S;S;C
F;Shea Mccarthy;10;S;S;C
F;Peter Vargas;10;S;S;C
F;Eric Castaneda;10;S;S;C
F;Aspen Mitchell;10;S;S;C
F;Bianca Gillespie;10;S;S;C
F;Ginger Knight;10;S;S;C
F;Vanna Rush;10;S;S;C
F;Cally Knight;10;S;S;C
F;Lewis Maddox;10;S;S;C
F;Iona Cannon;10;S;S;C
F;Tatyana Downs;10;S;S;C
F;Jordan Shields;10;S;S;C
F;Ocean Briggs;10;S;S;C
F;Gavin Underwood;10;S;S;C
F;Leah Wiggins;10;S;S;C
F;Kylie Rasmussen;10;S;S;C
F;Malcolm Pickett;10;S;S;C
F;Clarke Branch;10;S;S;C
F;Kasper Roberson;10;S;S;C
F;Jolie Sanford;10;S;S;C
F;Mason Cervantes;10;S;S;C
F;Jeanette Walsh;10;S;S;C
F;Kareem Rosario;10;S;S;C
F;Alice Glenn;10;S;S;C
F;Zeph Velasquez;10;S;S;C
F;Aquila Trevino;10;S;S;C
F;Zenia Hooper;10;S;S;C
F;Veronica Duke;10;S;S;C
F;Hall Nielsen;10;S;S;C
F;Liberty Sharpe;10;S;S;C
F;September Bishop;10;S;S;C
F;Carissa Carpenter;10;S;S;C
F;Laurel Clark;10;S;S;C
F;Matthew Randolph;10;S;S;C
F;Branden Lopez;10;S;S;C
F;Calvin Le;10;S;S;C
F;Jacqueline Garrett;10;S;S;C
F;Cairo Bryant;10;S;S;C
F;Sybil Fuller;10;S;S;C
F;Tate Grant;10;S;S;C
F;Beverly Frazier;10;S;S;C
F;Kelsie Moreno;10;S;S;C
F;Brenda Byrd;10;S;S;C
F;Owen Wilder;10;S;S;C
F;Ina Horn;10;S;S;C
F;Orlando Chavez;10;S;S;C
F;Baker Guerra;10;S;S;C
F;Eaton Velez;10;S;S;C
F;Brock Cameron;10;S;S;C
F;Florence Harvey;10;S;S;C
F;Roth Dominguez;10;S;S;C
F;Sage Doyle;10;S;S;C
F;Rana Wade;10;S;S;C
F;Kasimir Finley;10;S;S;C
F;Elizabeth Hendricks;10;S;S;C
F;Ciaran Gamble;10;S;S;C
F;Cadman Shepard;10;S;S;C
F;Gavin Cobb;10;S;S;C
F;Francis Huber;10;S;S;C
F;Flavia Carr;10;S;S;C
F;Ali Olsen;10;S;S;C
F;Rama Cain;10;S;S;C
F;Neve Mccoy;10;S;S;C
F;Felix Pratt;10;S;S;C
F;Judah Beasley;10;S;S;C
F;Lars Guthrie;10;S;S;C
F;Mari Garcia;10;S;S;C
F;Rhona Schneider;10;S;S;C
F;Freya Trevino;10;S;S;C
F;Rhoda Blake;10;S;S;C
F;Rooney Huff;10;S;S;C
F;Ainsley Pennington;10;S;S;C
F;Dorian Pugh;10;S;S;C
F;Baker Robbins;10;S;S;C
F;Dillon Garrett;10;S;S;C
F;Amethyst Soto;10;S;S;C
F;Genevieve Logan;10;S;S;C
F;Marshall Parsons;10;S;S;C
F;Kristen Wise;10;S;S;C
F;Hayes Woodard;10;S;S;C
F;Aretha Walters;10;S;S;C
F;Blaze Bauer;10;S;S;C
F;Elvis Moody;10;S;S;C
F;Faith Melton;10;S;S;C
F;Latifah Rogers;10;S;S;C
F;Tana Adkins;10;S;S;C
F;Nyssa Crane;10;S;S;C
F;Jordan Jacobs;10;S;S;C
F;Cathleen Mckenzie;10;S;S;C
F;Jorden Lloyd;10;S;S;C
F;Uta Simon;10;S;S;C
F;Stewart Williams;10;S;S;C
F;Darryl Head;10;S;S;C
F;Nomlanga Knapp;10;S;S;C
F;Armand Reyes;10;S;S;C
F;Adam Gilmore;10;S;S;C
F;Maxwell Webster;10;S;S;C
F;Nerea Bird;10;S;S;C
F;Branden Cole;10;S;S;C
F;Kimberly Calderon;10;S;S;C
F;Upton Ford;10;S;S;C
F;Kieran Salazar;10;S;S;C
F;Lamar Beck;10;S;S;C
F;Lael Pruitt;10;S;S;C
F;Genevieve Mason;10;S;S;C
F;Gavin Mcintosh;10;S;S;C
F;Jana Hunt;10;S;S;C
F;Shellie Foley;10;S;S;C
F;David Dominguez;10;S;S;C
F;Sonia Whitehead;10;S;S;C
F;Garrett Cain;10;S;S;C
F;Imogene Harris;10;S;S;C
F;Evelyn Gentry;10;S;S;C
F;Marcia Livingston;10;S;S;C
F;Joel Ruiz;10;S;S;C
F;Aurora Marquez;10;S;S;C
F;Katelyn Nguyen;10;S;S;C
F;Rebekah Harrell;10;S;S;C
F;Gwendolyn Cannon;10;S;S;C
F;Basil Mcconnell;10;S;S;C
F;Abra Reese;10;S;S;C
F;Burton Ramsey;10;S;S;C
F;Alan Gould;10;S;S;C
F;Abel Kelly;10;S;S;C
F;Salvador Fuller;10;S;S;C
F;Hyatt Rich;10;S;S;C
F;Angelica Casey;10;S;S;C
F;Irene Lane;10;S;S;C
F;Cody Ashley;10;S;S;C
F;Palmer Miranda;10;S;S;C
F;Fleur Malone;10;S;S;C
F;Rebecca Hatfield;10;S;S;C
F;Cecilia Schneider;10;S;S;C
F;Angela Rivera;10;S;S;C
F;Timothy Sanders;10;S;S;C
F;Inga Salinas;10;S;S;C
F;Karyn Oneal;10;S;S;C
F;Norman Fowler;10;S;S;C
F;Laith Collins;10;S;S;C
F;Sandra Riddle;10;S;S;C
F;Jelani Madden;10;S;S;C
F;Christine Lott;10;S;S;C
F;Byron Humphrey;10;S;S;C
F;Vincent Weeks;10;S;S;C
F;James Stokes;10;S;S;C
F;Nyssa Tillman;10;S;S;C
F;Herman Chase;10;S;S;C
F;Nehru Holcomb;10;S;S;C
F;Inga Alexander;10;S;S;C
F;MacKensie Leach;10;S;S;C
F;Sybil Guerrero;10;S;S;C
F;Emi Joyner;10;S;S;C
F;Anastasia Floyd;10;S;S;C
F;Quinlan Foley;10;S;S;C
F;Alika Britt;10;S;S;C
F;Reed Becker;10;S;S;C
F;Ishmael Hall;10;S;S;C
F;Sandra Blackwell;10;S;S;C
F;Ariana Downs;10;S;S;C
F;Whoopi Sherman;10;S;S;C
F;Vanna Santos;10;S;S;C
F;Wynne Bennett;10;S;S;C
F;Rinah Frye;10;S;S;C
F;Jasper Delgado;10;S;S;C
F;Daniel Crawford;10;S;S;C
F;Wayne Terry;10;S;S;C
F;Abraham Dennis;10;S;S;C
F;Salvador Clemons;10;S;S;C
F;Ulla Lopez;10;S;S;C
F;Stacey Richardson;10;S;S;C
F;Ali Zimmerman;10;S;S;C
F;Alec Lindsey;10;S;S;C
F;Sage Hamilton;10;S;S;C
F;Roanna Mueller;10;S;S;C
F;Kim Romero;10;S;S;C
F;Abigail Davis;10;S;S;C
F;Judah Craig;10;S;S;C
F;Jaden Lynch;10;S;S;C
F;Chaney Mason;10;S;S;C
F;Brady Combs;10;S;S;C
F;Jermaine Hartman;10;S;S;C
F;Clayton Hammond;10;S;S;C
F;Sigourney Carr;10;S;S;C
F;Jillian Hays;10;S;S;C
F;Riley Benjamin;10;S;S;C
F;Zenaida Lamb;10;S;S;C
F;Armando Love;10;S;S;C
F;Blaze Foley;10;S;S;C
F;Valentine Jones;10;S;S;C
F;Robin Bowers;10;S;S;C
F;Carter Henson;10;S;S;C
F;Donovan Christensen;10;S;S;C
F;Bevis Chaney;10;S;S;C
F;Ingrid Bowman;10;S;S;C
F;Ezra Brown;10;S;S;C
F;Thane Duncan;10;S;S;C
F;Trevor Aguilar;10;S;S;C
F;Samantha Powers;10;S;S;C
F;Ryder Mullins;10;S;S;C
F;Geraldine Church;10;S;S;C
F;Fuller Francis;10;S;S;C
F;Kitra Holmes;10;S;S;C
F;Lucas Herring;10;S;S;C
F;Farrah Gilmore;10;S;S;C
F;Venus Mccullough;10;S;S;C
F;Veronica Carlson;10;S;S;C
F;Caryn Lester;10;S;S;C
F;Macaulay Herring;10;S;S;C
F;Autumn Holmes;10;S;S;C
F;Wade Tran;10;S;S;C
F;Cain Mercer;10;S;S;C
F;Lane Mcpherson;10;S;S;C
F;Macaulay Coleman;10;S;S;C
F;Deacon Mathews;10;S;S;C
F;Brianna O'connor;10;S;S;C
F;Mercedes Page;10;S;S;C
F;Shana Neal;10;S;S;C
F;Dillon Pate;10;S;S;C
F;Zeph Byrd;10;S;S;C
F;Aspen King;10;S;S;C
F;April West;10;S;S;C
F;Octavia Oliver;10;S;S;C
F;Blythe Cote;10;S;S;C
F;Sawyer Reeves;10;S;S;C
F;Madison Kinney;10;S;S;C
F;Tara Hyde;10;S;S;C
F;Linus Clayton;10;S;S;C
F;Isaiah Shannon;10;S;S;C
F;Leandra Spencer;10;S;S;C
F;Ryder Beasley;10;S;S;C
F;Paula Thomas;10;S;S;C
F;Erica Adkins;10;S;S;C
F;Mikayla Hampton;10;S;S;C
F;Colt Dean;10;S;S;C
F;Gloria Thompson;10;S;S;C
F;Meredith Glenn;10;S;S;C
F;Odessa Chapman;10;S;S;C
F;Latifah Parks;10;S;S;C
F;Christian Chan;10;S;S;C
F;Miranda Cardenas;10;S;S;C
F;Pascale Parks;10;S;S;C
F;Jeanette Becker;10;S;S;C
F;Griffin Roy;10;S;S;C
F;Kirestin Daniels;10;S;S;C
F;Howard Doyle;10;S;S;C
F;Donna Briggs;10;S;S;C
F;Gwendolyn Villarreal;10;S;S;C
F;Garrison Petersen;10;S;S;C
F;Erasmus Juarez;10;S;S;C
F;Hanna Levine;10;S;S;C
F;Cedric Mitchell;10;S;S;C
F;Samuel Stephens;10;S;S;C
F;Hedy Gilbert;10;S;S;C
F;Jorden Sargent;10;S;S;C
F;Samson Middleton;10;S;S;C
F;Brynn Frederick;10;S;S;C
F;Kiara Patel;10;S;S;C
F;Iona Frost;10;S;S;C
F;MacKensie Rivera;10;S;S;C
F;Brianna Blackburn;10;S;S;C
F;Ronan Stuart;10;S;S;C
F;Lewis Wright;10;S;S;C
F;Ivy Ross;10;S;S;C
F;Aladdin Sears;10;S;S;C
F;Darryl Allison;10;S;S;C
F;Ignacia Hickman;10;S;S;C
F;Wyoming Holder;10;S;S;C
F;Amity Poole;10;S;S;C
F;Slade Head;10;S;S;C
F;Donna Barker;10;S;S;C
F;Roary Meyers;10;S;S;C
F;Ora Riddle;10;S;S;C
F;Benedict Riddle;10;S;S;C
F;Yvonne Mcpherson;10;S;S;C
F;Morgan Roberts;10;S;S;C
F;Russell Haynes;10;S;S;C
F;Talon Franks;10;S;S;C
F;Isaiah Carpenter;10;S;S;C
F;Keaton Hodges;10;S;S;C
F;Yeo Parsons;10;S;S;C
F;Gisela Ingram;10;S;S;C
F;Brandon Holloway;10;S;S;C
F;Ashton Witt;10;S;S;C
F;Nyssa Heath;10;S;S;C
F;Leigh Blackburn;10;S;S;C
F;Lacota Rice;10;S;S;C
F;Quail Hines;10;S;S;C
F;Amir Nielsen;10;S;S;C
F;Quinlan Richards;10;S;S;C
F;Denton Munoz;10;S;S;C
F;Erich Frederick;10;S;S;C
F;Thaddeus Wall;10;S;S;C
F;Slade Perkins;10;S;S;C
F;Tara Lowe;10;S;S;C
F;Quemby Ware;10;S;S;C
F;Briar George;10;S;S;C
F;Clio Sullivan;10;S;S;C
F;Lael Peck;10;S;S;C
F;Raymond Soto;10;S;S;C
F;Andrew Hodge;10;S;S;C
F;Alea Greene;10;S;S;C
F;Megan Santana;10;S;S;C
F;Aurelia Haley;10;S;S;C
F;Candace Montoya;10;S;S;C
F;Brenna Olson;10;S;S;C
F;Emi Mcpherson;10;S;S;C
F;Hunter Roberts;10;S;S;C
F;Indigo Eaton;10;S;S;C
F;Jonah Meyer;10;S;S;C
F;Gareth Nielsen;10;S;S;C
F;Ursa Best;10;S;S;C
F;Gareth Tyler;10;S;S;C
F;Fletcher Burke;10;S;S;C
F;Brynn Burris;10;S;S;C
F;Brian Kim;10;S;S;C
F;Emi Guzman;10;S;S;C
F;Eagan Howard;10;S;S;C
F;Salvador Hunter;10;S;S;C
F;Lars Carpenter;10;S;S;C
F;Joseph Head;10;S;S;C
F;Arthur Jacobs;10;S;S;C
F;Laurel Williams;10;S;S;C
F;Urielle Dorsey;10;S;S;C
F;Anastasia Cross;10;S;S;C
F;Glenna Sanders;10;S;S;C
F;Beverly Erickson;10;S;S;C
F;Porter Wong;10;S;S;C
F;Quamar Jacobson;10;S;S;C
F;Lucius Barrett;10;S;S;C
F;Heidi Jefferson;10;S;S;C
F;Blossom Clayton;10;S;S;C
F;Pascale Turner;10;S;S;C
F;Kimberley Chan;10;S;S;C
F;Ulla Peters;10;S;S;C
F;Alice Bowen;10;S;S;C
F;Dalton Mccall;10;S;S;C
F;Suki Dean;10;S;S;C
F;Wade Mcdonald;10;S;S;C
F;Caesar Johnston;10;S;S;C
F;Geoffrey Holden;10;S;S;C
F;Garrison Dotson;10;S;S;C
F;Gretchen Parks;10;S;S;C
F;Whoopi Harmon;10;S;S;C
F;Kaye Larsen;10;S;S;C
F;Hilel Nash;10;S;S;C
F;Moana Combs;10;S;S;C
F;Shaine Potter;10;S;S;C
F;Victoria Klein;10;S;S;C
F;Kieran Young;10;S;S;C
F;Colorado Hewitt;10;S;S;C
F;Tucker Russell;10;S;S;C
F;Boris Hale;10;S;S;C
F;Garrett Tyler;10;S;S;C
F;Hoyt Terrell;10;S;S;C
F;Ryder Patterson;10;S;S;C
F;Daphne Harding;10;S;S;C
F;Brandon Frank;10;S;S;C
F;Lewis Hudson;10;S;S;C
F;Fitzgerald Hyde;10;S;S;C
F;Ethan Baker;10;S;S;C
F;Ali Bond;10;S;S;C
F;Alden Nielsen;10;S;S;C
F;Ramona Bullock;10;S;S;C
F;Miranda Adams;10;S;S;C
F;Orli Salas;10;S;S;C
F;Yardley Beard;10;S;S;C
F;Nelle Marquez;10;S;S;C
F;Shana Freeman;10;S;S;C
F;Ethan Odom;10;S;S;C
F;Isadora Valenzuela;10;S;S;C
F;Vera Atkins;10;S;S;C
F;Yasir Burris;10;S;S;C
F;Vance Heath;10;S;S;C
F;Iona Ortiz;10;S;S;C
F;Alexis Patton;10;S;S;C
F;Stuart Sparks;10;S;S;C
F;Ina Riddle;10;S;S;C
F;Ava Abbott;10;S;S;C
F;Joy Brewer;10;S;S;C
F;Darius Boyle;10;S;S;C
F;Dolan Peck;10;S;S;C
F;Destiny Coleman;10;S;S;C
F;Keith Branch;10;S;S;C
F;Peter Velez;10;S;S;C
F;Illiana Jackson;10;S;S;C
F;Conan Grimes;10;S;S;C
F;Alan Gomez;10;S;S;C
F;Aiko Landry;10;S;S;C
F;Akeem Potter;10;S;S;C
F;Lois Frazier;10;S;S;C
F;Willow Pittman;10;S;S;C
F;Hanae Carver;10;S;S;C
F;Brendan Cunningham;10;S;S;C
F;Adara Castro;10;S;S;C
F;Jamal Davidson;10;S;S;C
F;Hamilton Johns;10;S;S;C
F;Chadwick White;10;S;S;C
F;Isadora Downs;10;S;S;C
F;Jameson Carroll;10;S;S;C
F;Tiger Gonzalez;10;S;S;C
F;Yvonne Hayden;10;S;S;C
F;Garth Mathews;10;S;S;C
F;Leroy Bradford;10;S;S;C
F;Brenden Chen;10;S;S;C
F;Tarik Pugh;10;S;S;C
F;Chaney Barker;10;S;S;C
F;Ulla Henderson;10;S;S;C
F;Basia Nguyen;10;S;S;C
F;Rajah Blackburn;10;S;S;C
F;Russell Townsend;10;S;S;C
F;Emma Bryant;10;S;S;C
F;Yael Whitehead;10;S;S;C
F;Lynn Massey;10;S;S;C
F;Callie Black;10;S;S;C
F;Alana Benson;10;S;S;C
F;Zoe Beard;10;S;S;C
F;Carla Buchanan;10;S;S;C
F;Allistair Maldonado;10;S;S;C
F;Dominic Russo;10;S;S;C
F;Matthew Brennan;10;S;S;C
F;Gregory Wilkerson;10;S;S;C
F;May Hester;10;S;S;C
F;Alisa Watson;10;S;S;C
F;Gillian Mcgee;10;S;S;C
F;Lysandra Bowen;10;S;S;C
F;Tasha Cardenas;10;S;S;C
F;Pamela Lindsey;10;S;S;C
F;Lewis Rogers;10;S;S;C
F;Sasha Pruitt;10;S;S;C
F;Ashton Bender;10;S;S;C
F;Wang Gomez;10;S;S;C
F;Cameron Roman;10;S;S;C
F;Maia Sutton;10;S;S;C
F;Maia Frazier;10;S;S;C
F;Clark Lyons;10;S;S;C
F;Germane Maddox;10;S;S;C
F;Jermaine Carter;10;S;S;C
F;Isadora Hansen;10;S;S;C
F;Inez Kinney;10;S;S;C
F;Judith Baldwin;10;S;S;C
F;Brielle Hoover;10;S;S;C
F;Steven Avery;10;S;S;C
F;Roth Frazier;10;S;S;C
F;Ursula Allison;10;S;S;C
F;Isadora Robinson;10;S;S;C
F;Astra Conner;10;S;S;C
F;Mollie Klein;10;S;S;C
F;Kellie Simon;10;S;S;C
F;Ruth Morin;10;S;S;C
F;Hedwig Ochoa;10;S;S;C
F;Reuben Waller;10;S;S;C
F;Meredith Howell;10;S;S;C
F;Alec Bray;10;S;S;C
F;Jamal Salinas;10;S;S;C
F;Lane Glass;10;S;S;C
F;Jenna Mccoy;10;S;S;C
F;Russell York;10;S;S;C
F;Gisela Morris;10;S;S;C
F;Ignatius Briggs;10;S;S;C
F;Wallace Boyer;10;S;S;C
F;Melanie Bray;10;S;S;C
F;Donovan Ramsey;10;S;S;C
F;Leah Clay;10;S;S;C
F;Martina Cleveland;10;S;S;C
F;Amity Cannon;10;S;S;C
F;Lynn Velasquez;10;S;S;C
F;Uriah Chang;10;S;S;C
F;Anne Wolf;10;S;S;C
F;Bell Zamora;10;S;S;C
F;Astra Hardin;10;S;S;C
F;Leslie Jimenez;10;S;S;C
F;Emma Bowers;10;S;S;C
F;Madeline Stevenson;10;S;S;C
F;Hayes Mccall;10;S;S;C
F;Rhona Norris;10;S;S;C
F;Tyler Fisher;10;S;S;C
F;Alexis Ramirez;10;S;S;C
F;Aspen Knowles;10;S;S;C
F;Ulysses Glass;10;S;S;C
F;Janna Frank;10;S;S;C
F;Neil Fernandez;10;S;S;C
F;Asher Fox;10;S;S;C
F;Avye Newman;10;S;S;C
F;Lani Randall;10;S;S;C
F;Sybil Clay;10;S;S;C
F;Alika Wiggins;10;S;S;C
F;Emmanuel Le;10;S;S;C
F;Gail Mccarthy;10;S;S;C
F;Raya Lucas;10;S;S;C
F;Kim Miles;10;S;S;C
F;Asher Wolf;10;S;S;C
F;Daniel Woods;10;S;S;C
F;John Andrews;10;S;S;C
F;Molly Mendoza;10;S;S;C
F;Christen Wallace;10;S;S;C
F;Karleigh Garner;10;S;S;C
F;Oleg Rowe;10;S;S;C
F;Emery Hardy;10;S;S;C
F;Guy Rowe;10;S;S;C
F;Kadeem Pitts;10;S;S;C
F;Shea Mccarthy;10;S;S;C
F;Peter Vargas;10;S;S;C
F;Eric Castaneda;10;S;S;C
F;Aspen Mitchell;10;S;S;C
F;Bianca Gillespie;10;S;S;C
F;Ginger Knight;10;S;S;C
F;Vanna Rush;10;S;S;C
F;Cally Knight;10;S;S;C
F;Lewis Maddox;10;S;S;C
F;Iona Cannon;10;S;S;C
F;Tatyana Downs;10;S;S;C
F;Jordan Shields;10;S;S;C
F;Ocean Briggs;10;S;S;C
F;Gavin Underwood;10;S;S;C
F;Leah Wiggins;10;S;S;C
F;Kylie Rasmussen;10;S;S;C
F;Malcolm Pickett;10;S;S;C
F;Clarke Branch;10;S;S;C
F;Kasper Roberson;10;S;S;C
F;Jolie Sanford;10;S;S;C
F;Mason Cervantes;10;S;S;C
F;Jeanette Walsh;10;S;S;C
F;Kareem Rosario;10;S;S;C
F;Alice Glenn;10;S;S;C
F;Zeph Velasquez;10;S;S;C
F;Aquila Trevino;10;S;S;C
F;Zenia Hooper;10;S;S;C
F;Veronica Duke;10;S;S;C
F;Hall Nielsen;10;S;S;C
F;Liberty Sharpe;10;S;S;C
F;September Bishop;10;S;S;C
F;Carissa Carpenter;10;S;S;C
F;Laurel Clark;10;S;S;C
F;Matthew Randolph;10;S;S;C
F;Branden Lopez;10;S;S;C
F;Calvin Le;10;S;S;C
F;Jacqueline Garrett;10;S;S;C
F;Cairo Bryant;10;S;S;C
F;Sybil Fuller;10;S;S;C
F;Tate Grant;10;S;S;C
F;Beverly Frazier;10;S;S;C
F;Kelsie Moreno;10;S;S;C
F;Brenda Byrd;10;S;S;C
F;Owen Wilder;10;S;S;C
F;Ina Horn;10;S;S;C
F;Orlando Chavez;10;S;S;C
F;Baker Guerra;10;S;S;C
F;Eaton Velez;10;S;S;C
F;Brock Cameron;10;S;S;C
F;Florence Harvey;10;S;S;C
F;Roth Dominguez;10;S;S;C
F;Sage Doyle;10;S;S;C
F;Rana Wade;10;S;S;C
F;Kasimir Finley;10;S;S;C
F;Elizabeth Hendricks;10;S;S;C
F;Ciaran Gamble;10;S;S;C
F;Cadman Shepard;10;S;S;C
F;Gavin Cobb;10;S;S;C
F;Francis Huber;10;S;S;C
F;Flavia Carr;10;S;S;C
F;Ali Olsen;10;S;S;C
F;Rama Cain;10;S;S;C
F;Neve Mccoy;10;S;S;C
F;Felix Pratt;10;S;S;C
F;Judah Beasley;10;S;S;C
F;Lars Guthrie;10;S;S;C
F;Mari Garcia;10;S;S;C
F;Rhona Schneider;10;S;S;C
F;Freya Trevino;10;S;S;C
F;Rhoda Blake;10;S;S;C
F;Rooney Huff;10;S;S;C
F;Ainsley Pennington;10;S;S;C
F;Dorian Pugh;10;S;S;C
F;Baker Robbins;10;S;S;C
F;Dillon Garrett;10;S;S;C
F;Amethyst Soto;10;S;S;C
